SMTSD	data	variable	value
Skin - Not Sun Exposed (Suprapubic)	female_med	ZBED1	32.84
Skin - Sun Exposed (Lower leg)	female_med	ZBED1	38.23
Small Intestine - Terminal Ileum	female_med	ZBED1	27.91
Spleen	female_med	ZBED1	27.38
Stomach	female_med	ZBED1	20.375
Thyroid	female_med	ZBED1	26.58
Whole Blood	female_med	ZBED1	16.43
Adipose - Subcutaneous	med_diff_adj	CD99	-0.194078947368421
Adipose - Visceral (Omentum)	med_diff_adj	CD99	-0.240097908322207
Adrenal Gland	med_diff_adj	CD99	-0.372767339364417
Artery - Aorta	med_diff_adj	CD99	-0.174816983894583
Artery - Coronary	med_diff_adj	CD99	-0.244425262552151
Artery - Tibial	med_diff_adj	CD99	-0.292577635426821
Bladder	med_diff_adj	CD99	-0.343185550082102
Brain - Amygdala	med_diff_adj	CD99	-0.434711895910781
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	CD99	-0.438766771338853
Brain - Caudate (basal ganglia)	med_diff_adj	CD99	-0.449275362318841
Brain - Cerebellar Hemisphere	med_diff_adj	CD99	-0.41964965727342
Brain - Cerebellum	med_diff_adj	CD99	-0.373075846627484
Brain - Cortex	med_diff_adj	CD99	-0.403695584090197
Brain - Frontal Cortex (BA9)	med_diff_adj	CD99	-0.382406397673573
Brain - Hippocampus	med_diff_adj	CD99	-0.436442786069652
Brain - Hypothalamus	med_diff_adj	CD99	-0.35844915874177
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	CD99	-0.482295740407991
Brain - Putamen (basal ganglia)	med_diff_adj	CD99	-0.458861181490866
Brain - Spinal cord (cervical c-1)	med_diff_adj	CD99	-0.288888888888889
Brain - Substantia nigra	med_diff_adj	CD99	-0.485195860081226
Breast - Mammary Tissue	med_diff_adj	CD99	-0.410526315789474
Cells - Cultured fibroblasts	med_diff_adj	CD99	-0.040266630390423
Cells - EBV-transformed lymphocytes	med_diff_adj	CD99	-0.385156159963121
Colon - Sigmoid	med_diff_adj	CD99	-0.293003478933127
Colon - Transverse	med_diff_adj	CD99	-0.31041388518024
Esophagus - Gastroesophageal Junction	med_diff_adj	CD99	-0.197981739548294
Esophagus - Mucosa	med_diff_adj	CD99	-0.143236074270557
Esophagus - Muscularis	med_diff_adj	CD99	-0.202064896755162
Heart - Atrial Appendage	med_diff_adj	CD99	-0.315257819103973
Heart - Left Ventricle	med_diff_adj	CD99	-0.15978013646702
Kidney - Cortex	med_diff_adj	CD99	-0.267478813559322
Kidney - Medulla	med_diff_adj	CD99	-0.610431654676259
Liver	med_diff_adj	CD99	-0.106081789584062
Lung	med_diff_adj	CD99	-0.275
Minor Salivary Gland	med_diff_adj	CD99	-0.12112676056338
Muscle - Skeletal	med_diff_adj	CD99	-0.292483660130719
Nerve - Tibial	med_diff_adj	CD99	-0.296248568155785
Pancreas	med_diff_adj	CD99	-0.219302594612461
Pituitary	med_diff_adj	CD99	-0.478365384615385
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	CD99	-0.145725388601036
Skin - Sun Exposed (Lower leg)	med_diff_adj	CD99	-0.0934684684684684
Small Intestine - Terminal Ileum	med_diff_adj	CD99	-0.24165402124431
Spleen	med_diff_adj	CD99	-0.277927063339731
Stomach	med_diff_adj	CD99	-0.249644473173885
Thyroid	med_diff_adj	CD99	-0.306428049671293
Whole Blood	med_diff_adj	CD99	-0.203811101905551
Adipose - Subcutaneous	male_med	CD99	334.4
Adipose - Visceral (Omentum)	male_med	CD99	224.7
Adrenal Gland	male_med	CD99	86.22
Artery - Aorta	male_med	CD99	341.5
Artery - Coronary	male_med	CD99	347.55
Artery - Tibial	male_med	CD99	359.05
Bladder	male_med	CD99	243.6
Brain - Amygdala	male_med	CD99	43.04
Brain - Anterior cingulate cortex (BA24)	male_med	CD99	35.03
Brain - Caudate (basal ganglia)	male_med	CD99	42.78
Brain - Cerebellar Hemisphere	male_med	CD99	26.26
Brain - Cerebellum	male_med	CD99	35.73
Brain - Cortex	male_med	CD99	31.93
Brain - Frontal Cortex (BA9)	male_med	CD99	27.51
Brain - Hippocampus	male_med	CD99	40.2
Brain - Hypothalamus	male_med	CD99	54.68
Brain - Nucleus accumbens (basal ganglia)	male_med	CD99	47.305
Brain - Putamen (basal ganglia)	male_med	CD99	37.495
Brain - Spinal cord (cervical c-1)	male_med	CD99	119.25
Brain - Substantia nigra	male_med	CD99	76.33
Breast - Mammary Tissue	male_med	CD99	247
Cells - Cultured fibroblasts	male_med	CD99	367.55
Cells - EBV-transformed lymphocytes	male_med	CD99	86.77
Colon - Sigmoid	male_med	CD99	258.7
Colon - Transverse	male_med	CD99	149.8
Esophagus - Gastroesophageal Junction	male_med	CD99	208.1
Esophagus - Mucosa	male_med	CD99	113.1
Esophagus - Muscularis	male_med	CD99	203.4
Heart - Atrial Appendage	male_med	CD99	118.3
Heart - Left Ventricle	male_med	CD99	79.14
Kidney - Cortex	male_med	CD99	37.76
Kidney - Medulla	male_med	CD99	55.6
Liver	male_med	CD99	57.22
Lung	male_med	CD99	208
Minor Salivary Gland	male_med	CD99	106.5
Muscle - Skeletal	male_med	CD99	52.02
Nerve - Tibial	male_med	CD99	349.2
Pancreas	male_med	CD99	60.51
Pituitary	male_med	CD99	104
Skin - Not Sun Exposed (Suprapubic)	male_med	CD99	154.4
Skin - Sun Exposed (Lower leg)	male_med	CD99	177.6
Small Intestine - Terminal Ileum	male_med	CD99	131.8
Spleen	male_med	CD99	130.25
Stomach	male_med	CD99	77.35
Thyroid	male_med	CD99	136.9
Whole Blood	male_med	CD99	72.42
Adipose - Subcutaneous	female_med	CD99	269.5
Adipose - Visceral (Omentum)	female_med	CD99	170.75
Adrenal Gland	female_med	CD99	54.08
Artery - Aorta	female_med	CD99	281.8
Artery - Coronary	female_med	CD99	262.6
Artery - Tibial	female_med	CD99	254
Bladder	female_med	CD99	160
Brain - Amygdala	female_med	CD99	24.33
Brain - Anterior cingulate cortex (BA24)	female_med	CD99	19.66
Brain - Caudate (basal ganglia)	female_med	CD99	23.56
Brain - Cerebellar Hemisphere	female_med	CD99	15.24
Brain - Cerebellum	female_med	CD99	22.4
Brain - Cortex	female_med	CD99	19.04
Brain - Frontal Cortex (BA9)	female_med	CD99	16.99
Brain - Hippocampus	female_med	CD99	22.655
Brain - Hypothalamus	female_med	CD99	35.08
Brain - Nucleus accumbens (basal ganglia)	female_med	CD99	24.49
Brain - Putamen (basal ganglia)	female_med	CD99	20.29
Brain - Spinal cord (cervical c-1)	female_med	CD99	84.8
Brain - Substantia nigra	female_med	CD99	39.295
Breast - Mammary Tissue	female_med	CD99	145.6
Cells - Cultured fibroblasts	female_med	CD99	352.75
Cells - EBV-transformed lymphocytes	female_med	CD99	53.35
Colon - Sigmoid	female_med	CD99	182.9
Colon - Transverse	female_med	CD99	103.3
Esophagus - Gastroesophageal Junction	female_med	CD99	166.9
Esophagus - Mucosa	female_med	CD99	96.9
Esophagus - Muscularis	female_med	CD99	162.3
Heart - Atrial Appendage	female_med	CD99	81.005
Heart - Left Ventricle	female_med	CD99	66.495
Kidney - Cortex	female_med	CD99	27.66
Kidney - Medulla	female_med	CD99	21.66
Liver	female_med	CD99	51.15
Lung	female_med	CD99	150.8
Minor Salivary Gland	female_med	CD99	93.6
Muscle - Skeletal	female_med	CD99	36.805
Nerve - Tibial	female_med	CD99	245.75
Pancreas	female_med	CD99	47.24
Pituitary	female_med	CD99	54.25
Skin - Not Sun Exposed (Suprapubic)	female_med	CD99	131.9
Skin - Sun Exposed (Lower leg)	female_med	CD99	161
Small Intestine - Terminal Ileum	female_med	CD99	99.95
Spleen	female_med	CD99	94.05
Stomach	female_med	CD99	58.04
Thyroid	female_med	CD99	94.95
Whole Blood	female_med	CD99	57.66
