Gene	Tissue	mean_ASE
PPP2R3B	Brain - Spinal cord cervical c-1	0.3
TBL1X	Brain - Spinal cord cervical c-1	0
PRKX	Brain - Spinal cord cervical c-1	0
GPM6B	Brain - Spinal cord cervical c-1	0
TRMT2B	Brain - Spinal cord cervical c-1	0
SHROOM4	Brain - Spinal cord cervical c-1	0
BGN	Brain - Spinal cord cervical c-1	0
PCYT1B	Brain - Spinal cord cervical c-1	0
JADE3	Brain - Spinal cord cervical c-1	0
SEPTIN6	Brain - Spinal cord cervical c-1	0
DKC1	Brain - Spinal cord cervical c-1	0
RPGR	Brain - Spinal cord cervical c-1	0
IDH3G	Brain - Spinal cord cervical c-1	0
CYBB	Brain - Spinal cord cervical c-1	0
STEEP1	Brain - Spinal cord cervical c-1	0
TMSB15B-AS1	Brain - Spinal cord cervical c-1	0
XIAP	Brain - Spinal cord cervical c-1	0
TXLNG	Brain - Spinal cord cervical c-1	0.2
SMIM10L2A	Brain - Spinal cord cervical c-1	0
DLG3	Brain - Spinal cord cervical c-1	0
PLXNB3	Brain - Spinal cord cervical c-1	0.12012987012987
ZNF81	Brain - Spinal cord cervical c-1	0
NAP1L3	Brain - Spinal cord cervical c-1	0.0169491525423729
GRIPAP1	Brain - Spinal cord cervical c-1	0.0235294117647059
KANTR	Brain - Spinal cord cervical c-1	0
SPIN3	Brain - Spinal cord cervical c-1	0
ARAF	Brain - Spinal cord cervical c-1	0
ACOT9	Brain - Spinal cord cervical c-1	0
UBQLN2	Brain - Spinal cord cervical c-1	0.0151515151515152
SMIM10L2B	Brain - Spinal cord cervical c-1	0
LINC00106	Brain - Spinal cord cervical c-1	0.25
CSF2RA	Brain - Spinal cord cervical c-1	0.363636363636364
CLIC2	Brain - Spinal cord cervical c-1	0
C1GALT1C1	Brain - Spinal cord cervical c-1	0
FAM199X	Brain - Spinal cord cervical c-1	0
TMSB4X	Brain - Spinal cord cervical c-1	0
PLXNB3-AS1	Brain - Spinal cord cervical c-1	0.142857142857143
MAOA	Brain - Spinal cord cervical c-1	0
MPP1	Brain - Spinal cord cervical c-1	0
MAMLD1	Brain - Spinal cord cervical c-1	0
SMIM10	Brain - Spinal cord cervical c-1	0
MED14	Brain - Spinal cord cervical c-1	0
BCORL1	Brain - Spinal cord cervical c-1	0
SLC25A43	Brain - Spinal cord cervical c-1	0
FIRRE	Brain - Spinal cord cervical c-1	0
MSL3	Brain - Spinal cord cervical c-1	0
CLCN4	Brain - Spinal cord cervical c-1	0
PGK1	Brain - Spinal cord cervical c-1	0
ZMYM3	Brain - Spinal cord cervical c-1	0
INTS6L	Brain - Spinal cord cervical c-1	0
TSR2	Brain - Spinal cord cervical c-1	0.00182815356489945
DDX3X	Brain - Spinal cord cervical c-1	0
NLGN3	Brain - Spinal cord cervical c-1	0
SLC9A7	Brain - Spinal cord cervical c-1	0
DIPK2B	Brain - Spinal cord cervical c-1	0
MTMR1	Brain - Spinal cord cervical c-1	0
TFE3	Brain - Spinal cord cervical c-1	0
MOSPD2	Brain - Spinal cord cervical c-1	0
SLITRK2	Brain - Spinal cord cervical c-1	0
KRBOX4	Brain - Spinal cord cervical c-1	0
OGT	Brain - Spinal cord cervical c-1	0
RTL8B	Muscle Skeletal	0
TMSB4X	Muscle Skeletal	0
PLCXD1	Muscle Skeletal	0.25
IL3RA	Muscle Skeletal	0.5
TIMM17B	Muscle Skeletal	0
IDS	Muscle Skeletal	0.0440476190476191
CD99L2	Muscle Skeletal	0.00740740740740741
STARD8	Muscle Skeletal	0
TMEM164	Muscle Skeletal	0
SNX12	Muscle Skeletal	0.0104166666666667
FAM3A	Muscle Skeletal	0.0181818181818182
ACOT9	Muscle Skeletal	0
GABRE	Muscle Skeletal	0
TAB3	Muscle Skeletal	0
ASMTL	Muscle Skeletal	0.333333333333333
SRPK3	Muscle Skeletal	0.00230414746543779
FTX	Muscle Skeletal	0
OGT	Muscle Skeletal	0
UBL4A	Muscle Skeletal	0
IDH3G	Muscle Skeletal	0
DIPK2B	Muscle Skeletal	0.15079365079365
TXLNG	Muscle Skeletal	0.295833333333334
XIAP	Muscle Skeletal	0.0285714285714285
FAM199X	Muscle Skeletal	0.0555555555555555
ARHGAP4	Muscle Skeletal	0.0454545454545454
KANTR	Muscle Skeletal	0
DLG3	Muscle Skeletal	0.111111111111111
DKC1	Muscle Skeletal	0
AKAP17A	Muscle Skeletal	0.409729729729729
CLIC2	Muscle Skeletal	0
HTATSF1	Muscle Skeletal	0
MAOA	Muscle Skeletal	0.0428685897435897
SMIM10	Muscle Skeletal	0
MTMR1	Muscle Skeletal	0.0192307692307692
USP9X	Muscle Skeletal	0
THOC2	Muscle Skeletal	0
PPP2R3B	Muscle Skeletal	0.277018633540372
COL4A6	Muscle Skeletal	0
SLC25A5	Muscle Skeletal	0.0084033613445378
SLC9A7	Muscle Skeletal	0
G6PD	Muscle Skeletal	0
SSR4	Muscle Skeletal	0.0625
TFE3	Muscle Skeletal	0.0372267759562842
TSR2	Muscle Skeletal	0
DYNLT3	Muscle Skeletal	0
ARMCX4	Muscle Skeletal	0
BCOR	Muscle Skeletal	0
HDAC8	Muscle Skeletal	0
PUDP	Muscle Skeletal	0.425
CXorf38	Muscle Skeletal	0
UBQLN2	Muscle Skeletal	0.0214285714285714
LAS1L	Muscle Skeletal	0
SLC25A6	Muscle Skeletal	0.45600313448529
C1GALT1C1	Muscle Skeletal	0
NKAP	Muscle Skeletal	0
RBBP7	Muscle Skeletal	0
BGN	Muscle Skeletal	0.113636363636363
FUNDC2	Muscle Skeletal	0.0119047619047619
DMD	Muscle Skeletal	0.0738380809595204
CD99	Muscle Skeletal	0.27952212891972
ZMYM3	Muscle Skeletal	0
PGK1	Muscle Skeletal	0
MAMLD1	Muscle Skeletal	0
RAB9B	Muscle Skeletal	0
PHF8	Muscle Skeletal	0
GAB3	Muscle Skeletal	0
VMA21	Muscle Skeletal	0
PLXNA3	Muscle Skeletal	0
SHROOM4	Muscle Skeletal	0
MSL3	Muscle Skeletal	0
MPP1	Muscle Skeletal	0
GTPBP6	Muscle Skeletal	0.454263565891473
GRIPAP1	Muscle Skeletal	0
TBL1X	Muscle Skeletal	0.0954545454545455
CCDC22	Muscle Skeletal	0.0161290322580645
SPIN3	Muscle Skeletal	0
RPGR	Muscle Skeletal	0
HCCS	Muscle Skeletal	0
ZNF41	Muscle Skeletal	0
ARHGAP36	Muscle Skeletal	0
APOOL	Muscle Skeletal	0
AVPR2	Muscle Skeletal	0
CD99P1	Muscle Skeletal	0.111111111111111
MED14	Muscle Skeletal	0.0526315789473685
PJA1	Muscle Skeletal	0.05
PRICKLE3	Muscle Skeletal	0
TMEM47	Muscle Skeletal	0
WWC3	Muscle Skeletal	0
CSF2RA	Whole Blood	0.340909090909091
HTATSF1	Whole Blood	0
PJA1	Whole Blood	0
NHSL2	Whole Blood	0
OGT	Whole Blood	0
SEPTIN6	Whole Blood	0.025
DKC1	Whole Blood	0
LINC01278	Whole Blood	0
TAB3	Whole Blood	0
PDZD4	Whole Blood	0.0256410256410256
CD99L2	Whole Blood	0
TXLNG	Whole Blood	0.444444444444444
UBL4A	Whole Blood	0
PRPS2	Whole Blood	0
ARSD	Whole Blood	0.333333333333333
CD99	Whole Blood	0.434782608695652
BRWD3	Whole Blood	0
IDH3G	Whole Blood	0
MSL3	Whole Blood	0.0666666666666667
UBQLN2	Whole Blood	0
PHF6	Whole Blood	0
FAM199X	Whole Blood	0
PLCXD1	Whole Blood	0.4
TFE3	Whole Blood	0
PRKX	Whole Blood	0.434782608695652
PHF8	Whole Blood	0
STK26	Whole Blood	0
CCDC22	Whole Blood	0
XK	Whole Blood	0
DDX3X	Whole Blood	0.166666666666667
CD99P1	Whole Blood	0.444444444444444
ALAS2	Whole Blood	0.0166229221347332
INTS6L	Whole Blood	0
G6PD	Whole Blood	0.00404858299595142
ZMYM3	Whole Blood	0
MTMR1	Whole Blood	0
PGK1	Whole Blood	0
ABCD1	Adipose - Subcutaneous	0.0192307692307692
TSPAN6	Adipose - Subcutaneous	0.0197368421052632
PCDH19	Adipose - Subcutaneous	0
EGFL6	Adipose - Subcutaneous	0.0221518987341772
SPRY3	Adipose - Subcutaneous	0
TCEANC	Adipose - Subcutaneous	0.111111111111111
TCEAL4	Adipose - Subcutaneous	0.0331325301204819
STEEP1	Adipose - Subcutaneous	0.0588235294117647
LDOC1	Adipose - Subcutaneous	0.04
BCLAF3	Adipose - Subcutaneous	0.133333333333333
TSPAN7	Adipose - Subcutaneous	0.0106382978723404
JADE3	Adipose - Subcutaneous	0
RBM3	Adipose - Subcutaneous	0.037037037037037
ARMCX1	Adipose - Subcutaneous	0.0377358490566038
SRPX	Adipose - Subcutaneous	0.0533333333333333
APOO	Adipose - Subcutaneous	0
FMR1	Adipose - Subcutaneous	0.0377358490566038
KLHL15	Adipose - Subcutaneous	0.1
CDKL5	Adipose - Subcutaneous	0.111111111111111
ATP6AP1	Adipose - Subcutaneous	0
HMGB3	Adipose - Subcutaneous	0
LINC01560	Adipose - Subcutaneous	0
DNASE1L1	Adipose - Subcutaneous	0.025
OPHN1	Adipose - Subcutaneous	0.111111111111111
CSF2RA	Adipose - Subcutaneous	0.125
ZBTB33	Adipose - Subcutaneous	0
TAFAZZIN	Adipose - Subcutaneous	0.0454545454545455
CHM	Adipose - Subcutaneous	0.214285714285714
TMEM187	Adipose - Subcutaneous	0.153846153846154
RHOXF1-AS1	Adipose - Subcutaneous	0
MAGED2	Adipose - Subcutaneous	0.0484581497797357
GPX1P1	Adipose - Subcutaneous	0
NAA10	Adipose - Subcutaneous	0.0740740740740741
FHL1	Adipose - Subcutaneous	0.0619773733398918
HUWE1	Adipose - Subcutaneous	0
ARMCX2	Adipose - Subcutaneous	0.0625
APEX2	Adipose - Subcutaneous	0
PPP2R3B	Adipose - Subcutaneous	0.473684210526316
TNMD	Adipose - Subcutaneous	0
MID1IP1	Adipose - Subcutaneous	0
TIMP1	Adipose - Subcutaneous	0.0317919075144509
OCRL	Adipose - Subcutaneous	0.0277777777777778
CHRDL1	Adipose - Subcutaneous	0.0438356164383562
ZMAT1	Adipose - Subcutaneous	0.0769230769230769
ARAF	Adipose - Subcutaneous	0
TBC1D25	Adipose - Subcutaneous	0.0285714285714286
SMC1A	Adipose - Subcutaneous	0.125
EOLA1-DT	Adipose - Subcutaneous	0
MBTPS2	Adipose - Subcutaneous	0
CA5B	Adipose - Subcutaneous	0.0526315789473684
EOLA1	Adipose - Subcutaneous	0.111111111111111
ZBED1	Adipose - Subcutaneous	0.27906976744186
UTP14A	Adipose - Subcutaneous	0.0909090909090909
NSDHL	Adipose - Subcutaneous	0.0333333333333333
SYAP1	Adipose - Subcutaneous	0.125
ZNF275	Adipose - Subcutaneous	0
IRAK1	Adipose - Subcutaneous	0.0307692307692308
HCFC1	Adipose - Subcutaneous	0.1
MECP2	Adipose - Subcutaneous	0.0740740740740741
VSIG4	Adipose - Subcutaneous	0.00428571428571429
WDR45	Adipose - Subcutaneous	0
PABIR2	Adipose - Subcutaneous	0.025
ARMCX3	Adipose - Subcutaneous	0.0303030303030303
SUV39H1	Adipose - Subcutaneous	0.0909090909090909
MMGT1	Adipose - Subcutaneous	0.0909090909090909
RLIM	Adipose - Subcutaneous	0.1
F8	Adipose - Subcutaneous	0.015625
DHRSX	Adipose - Subcutaneous	0.439024390243902
TSC22D3	Adipose - Subcutaneous	0.0514631685166499
GYG2	Adipose - Subcutaneous	0.465592972181552
ZDHHC9	Adipose - Subcutaneous	0.0952380952380952
SLITRK4	Adipose - Subcutaneous	0.0555555555555556
LAMP2	Adipose - Visceral Omentum	0.0497237569060773
APOO	Adipose - Visceral Omentum	0.0208333333333333
LINC01278	Adipose - Visceral Omentum	0
HMGB3	Adipose - Visceral Omentum	0.0833333333333333
SUV39H1	Adipose - Visceral Omentum	0
DDX3X	Adipose - Visceral Omentum	0.224096385542169
SLC25A6	Adipose - Visceral Omentum	0.456391875746714
ZMAT1	Adipose - Visceral Omentum	0.1
CA5BP1	Adipose - Visceral Omentum	0.111111111111111
RPL36A	Adipose - Visceral Omentum	0
LDOC1	Adipose - Visceral Omentum	0.0247933884297521
PLXNA3	Adipose - Visceral Omentum	0
PRKX	Adipose - Visceral Omentum	0.125
ARSD	Adipose - Visceral Omentum	0.357142857142857
F8	Adipose - Visceral Omentum	0.0138888888888889
ZBED1	Adipose - Visceral Omentum	0.447761194029851
PPP2R3B	Adipose - Visceral Omentum	0.323529411764706
SMC1A	Adipose - Visceral Omentum	0.333333333333333
ATP7A	Adipose - Visceral Omentum	0
BGN	Adipose - Visceral Omentum	0.0341981132075472
ARMCX1	Adipose - Visceral Omentum	0.05
NAA10	Adipose - Visceral Omentum	0.0689655172413793
UTP14A	Adipose - Visceral Omentum	0.0192307692307692
ARAF	Adipose - Visceral Omentum	0
TSPAN6	Adipose - Visceral Omentum	0.02
ABCD1	Adipose - Visceral Omentum	0
KLHL4	Adipose - Visceral Omentum	0.0769230769230769
CYBB	Adipose - Visceral Omentum	0
EGFL6	Adipose - Visceral Omentum	0.12280701754386
ARMCX2	Adipose - Visceral Omentum	0.0404040404040404
SLC25A43	Adipose - Visceral Omentum	0.0487804878048781
MIR503HG	Adipose - Visceral Omentum	0.0333333333333333
FTX	Adipose - Visceral Omentum	0.0307692307692308
GABRE	Adipose - Visceral Omentum	0
VSIG4	Adipose - Visceral Omentum	0.00678221552373775
CD99P1	Adipose - Visceral Omentum	0.222222222222222
KLHL15	Adipose - Visceral Omentum	0
NHSL2	Adipose - Visceral Omentum	0
SMIM10	Adipose - Visceral Omentum	0
HCFC1	Adipose - Visceral Omentum	0.0606060606060606
TMEM187	Adipose - Visceral Omentum	0.0833333333333333
EOLA1	Adipose - Visceral Omentum	0
MTMR1	Adipose - Visceral Omentum	0.0416666666666667
AKAP17A	Adipose - Visceral Omentum	0.487603305785124
PRPS2	Adipose - Visceral Omentum	0
TAFAZZIN	Adipose - Visceral Omentum	0
PABIR2	Adipose - Visceral Omentum	0.0277777777777778
ARHGAP4	Adipose - Visceral Omentum	0
STARD8	Adipose - Visceral Omentum	0
TCEAL2	Adipose - Visceral Omentum	0.15
ATRX	Adipose - Visceral Omentum	0
SSR4	Adipose - Visceral Omentum	0.03125
STEEP1	Adipose - Visceral Omentum	0.027027027027027
RLIM	Adipose - Visceral Omentum	0.0666666666666667
BTK	Adipose - Visceral Omentum	0
TBC1D25	Adipose - Visceral Omentum	0
HUWE1	Adipose - Visceral Omentum	0
TCEAL7	Adipose - Visceral Omentum	0
TNMD	Adipose - Visceral Omentum	0
OCRL	Adipose - Visceral Omentum	0.0526315789473684
TMEM47	Adipose - Visceral Omentum	0.0526315789473684
CHRDL1	Adipose - Visceral Omentum	0.0540540540540541
GRIPAP1	Adipose - Visceral Omentum	0.0555555555555556
KCND1	Adipose - Visceral Omentum	0
CFP	Adipose - Visceral Omentum	0.03125
IRAK1	Adipose - Visceral Omentum	0.024390243902439
SNX12	Adipose - Visceral Omentum	0.015625
ACOT9	Adipose - Visceral Omentum	0.08
MED14	Adipose - Visceral Omentum	0
DNASE1L1	Adipose - Visceral Omentum	0.0344827586206897
SHROOM4	Adipose - Visceral Omentum	0
ZNF275	Adipose - Visceral Omentum	0.136363636363636
PLCXD1	Adipose - Visceral Omentum	0.227272727272727
TIMP1	Adipose - Visceral Omentum	0.116037904523512
TAB3	Adipose - Visceral Omentum	0.1
MXRA5	Adipose - Visceral Omentum	0.00980392156862745
TCEAL4	Adipose - Visceral Omentum	0.0496350364963504
CCDC22	Adipose - Visceral Omentum	0.037037037037037
IDS	Adipose - Visceral Omentum	0
RAB40A	Adipose - Visceral Omentum	0.2
FAM120C	Adipose - Visceral Omentum	0.5
GPX1P1	Adipose - Visceral Omentum	0
ZDHHC9	Adipose - Visceral Omentum	0
CYSLTR1	Adipose - Visceral Omentum	0
SASH3	Adipose - Visceral Omentum	0.010989010989011
TSPAN7	Adipose - Visceral Omentum	0.0065359477124183
MAGED2	Adipose - Visceral Omentum	0.0403022670025189
FMR1	Adipose - Visceral Omentum	0.0666666666666667
RBM3	Adipose - Visceral Omentum	0.024390243902439
CXorf38	Adipose - Visceral Omentum	0.147058823529412
MMGT1	Adipose - Visceral Omentum	0
PHF8	Adipose - Visceral Omentum	0.0833333333333333
CETN2	Adipose - Visceral Omentum	0
SRPX	Adipose - Visceral Omentum	0.03125
XIAP	Adipose - Visceral Omentum	0
COL4A6	Adipose - Visceral Omentum	0.444444444444444
OPHN1	Adipose - Visceral Omentum	0
VMA21	Adipose - Visceral Omentum	0.0925925925925926
DHRSX	Adipose - Visceral Omentum	0.444444444444444
PJA1	Adipose - Visceral Omentum	0.115942028985507
TIMM17B	Adipose - Visceral Omentum	0
GYG2	Adipose - Visceral Omentum	0.498154981549816
FHL1	Adipose - Visceral Omentum	0.0706521739130435
CD99	Adipose - Visceral Omentum	0.301395348837209
PLXNB3	Adipose - Visceral Omentum	0
FAM199X	Adipose - Visceral Omentum	0
TSC22D3	Adipose - Visceral Omentum	0.0310173697270471
GTPBP6	Adipose - Visceral Omentum	0.483443708609272
CSF2RA	Adipose - Visceral Omentum	0.375
TXLNG	Adipose - Visceral Omentum	0.294117647058824
ARMCX3	Adipose - Visceral Omentum	0.0583333333333333
MAMLD1	Adipose - Visceral Omentum	0.0909090909090909
TFE3	Adipose - Visceral Omentum	0.0173410404624277
WDR45	Adipose - Visceral Omentum	0.1
UBQLN2	Adipose - Visceral Omentum	0.0384615384615385
NLGN4X	Adipose - Visceral Omentum	0
ZBTB33	Adipose - Visceral Omentum	0
DIPK2B	Adipose - Visceral Omentum	0.258992805755396
MBTPS2	Adipose - Visceral Omentum	0
TMSB4X	Adipose - Visceral Omentum	0
APOOL	Adipose - Visceral Omentum	0
AVPR2	Adipose - Visceral Omentum	0
TBL1X	Adipose - Visceral Omentum	0
SLC25A5	Adipose - Visceral Omentum	0.0316593886462882
MECP2	Adipose - Visceral Omentum	0
CHM	Adipose - Visceral Omentum	0.375
FAM3A	Adipose - Visceral Omentum	0.0683760683760684
GAB3	Adipose - Visceral Omentum	0
MAOA	Adipose - Visceral Omentum	0.101694915254237
ZNF449	Adipose - Visceral Omentum	0.111111111111111
NSDHL	Adipose - Visceral Omentum	0.0396039603960396
SLC25A43	Adrenal Gland	0
FAM120C	Adrenal Gland	0.363636363636364
UTP14A	Adrenal Gland	0.0196078431372549
GEMIN8	Adrenal Gland	0.222222222222222
SLC35A2	Adrenal Gland	0
SMS	Adrenal Gland	0
BCLAF3	Adrenal Gland	0.1
RPL36A	Adrenal Gland	0
ARMCX2	Adrenal Gland	0.0297029702970297
PHF8	Adrenal Gland	0
IRAK1	Adrenal Gland	0.027027027027027
HCFC1	Adrenal Gland	0.0294117647058824
ARSD	Adrenal Gland	0
APOO	Adrenal Gland	0
LAMP2	Adrenal Gland	0.015625
BGN	Adrenal Gland	0.0264705882352941
ARAF	Adrenal Gland	0
NR0B1	Adrenal Gland	0
RBM3	Adrenal Gland	0.0526315789473684
CHRDL1	Adrenal Gland	0
TSPAN7	Adrenal Gland	0
SRPX	Adrenal Gland	0.02
ATP2B3	Adrenal Gland	0
LDOC1	Adrenal Gland	0.00975609756097561
RIBC1	Adrenal Gland	0
ARMCX1	Adrenal Gland	0.0140845070422535
TSPAN6	Adrenal Gland	0
HUWE1	Adrenal Gland	0.0434782608695652
SUV39H1	Adrenal Gland	0
STEEP1	Adrenal Gland	0.0277777777777778
TMEM187	Adrenal Gland	0
SLC25A6	Adrenal Gland	0.449489216799092
EOLA1	Adrenal Gland	0
MED12	Adrenal Gland	0
LINC01278	Adrenal Gland	0
MAMLD1	Adrenal Gland	0
SYTL5	Adrenal Gland	0
DLG3	Adrenal Gland	0
FMR1	Adrenal Gland	0.0172413793103448
CD99P1	Adrenal Gland	0.181818181818182
GRIPAP1	Adrenal Gland	0.0256410256410256
SYAP1	Adrenal Gland	0.1875
DDX3X	Adrenal Gland	0.333333333333333
MAP3K15	Adrenal Gland	0
BTK	Adrenal Gland	0
SSR4	Adrenal Gland	0.0576923076923077
ZBED1	Adrenal Gland	0.457831325301205
ZFP92	Adrenal Gland	0
PABIR2	Adrenal Gland	0
JADE3	Adrenal Gland	0
PLP1	Adrenal Gland	0.0588235294117647
F8	Adrenal Gland	0.0357142857142857
SMC1A	Adrenal Gland	0
TCEAL2	Adrenal Gland	0
LINC01560	Adrenal Gland	0
TIMM17B	Adrenal Gland	0
ABCD1	Adrenal Gland	0.00662251655629139
MMGT1	Adrenal Gland	0
ACOT9	Adrenal Gland	0
TBC1D25	Adrenal Gland	0
DNASE1L1	Adrenal Gland	0.0272108843537415
ATP6AP1	Adrenal Gland	0.0416666666666667
FTX	Adrenal Gland	0
OCRL	Adrenal Gland	0
TAFAZZIN	Adrenal Gland	0.0344827586206897
ZNF449	Adrenal Gland	0
VMA21	Adrenal Gland	0.016
CCDC22	Adrenal Gland	0.024390243902439
ATP7A	Adrenal Gland	0
REPS2	Adrenal Gland	0
NUP62CL	Adrenal Gland	0
MED14	Adrenal Gland	0
GPX1P1	Adrenal Gland	0
RLIM	Adrenal Gland	0.032258064516129
CDKL5	Adrenal Gland	0
PPP2R3B	Adrenal Gland	0.302325581395349
SEPTIN6	Adrenal Gland	0
ARHGAP4	Adrenal Gland	0.0194174757281553
NAP1L3	Adrenal Gland	0.0769230769230769
MBTPS2	Adrenal Gland	0
MAGED2	Adrenal Gland	0.022680412371134
KLHL4	Adrenal Gland	0
APOOL	Adrenal Gland	0
ATRX	Adrenal Gland	0
FHL1	Adrenal Gland	0.0657894736842105
CXorf38	Adrenal Gland	0.09375
WDR13	Adrenal Gland	0
TFE3	Adrenal Gland	0.00427350427350427
ZNF275	Adrenal Gland	0.00701754385964912
SLC25A5	Adrenal Gland	0.0205811138014528
CD99	Adrenal Gland	0.129943502824859
ZNF630	Adrenal Gland	0
SASH3	Adrenal Gland	0
TCEAL4	Adrenal Gland	0.0219399538106236
ZMAT1	Adrenal Gland	0
PLXNA3	Adrenal Gland	0
CFP	Adrenal Gland	0
SMIM10	Adrenal Gland	0
FAM199X	Adrenal Gland	0.0526315789473684
CYBB	Adrenal Gland	0
TIMP1	Adrenal Gland	0.0386001029336078
HMGB3	Adrenal Gland	0
PRPS2	Adrenal Gland	0
TXLNG	Adrenal Gland	0.163265306122449
KLHL15	Adrenal Gland	0
BRWD3	Adrenal Gland	0
TMEM47	Adrenal Gland	0.0227272727272727
MXRA5	Adrenal Gland	0
WDR45	Adrenal Gland	0
IDS	Adrenal Gland	0
STARD8	Adrenal Gland	0
TMSB4X	Adrenal Gland	0.0526315789473684
VSIG4	Adrenal Gland	0.00996677740863787
TSC22D3	Adrenal Gland	0.0149051490514905
SLITRK4	Adrenal Gland	0.0204081632653061
DIPK2B	Adrenal Gland	0
MAOA	Adrenal Gland	0.0648148148148148
MIR503HG	Adrenal Gland	0.0526315789473684
ARMCX3	Adrenal Gland	0.0223463687150838
PLXNB3	Adrenal Gland	0.0140845070422535
ZC4H2	Adrenal Gland	0
MID1IP1	Adrenal Gland	0
NSDHL	Adrenal Gland	0
NAA10	Adrenal Gland	0.05
PLXNB3-AS1	Adrenal Gland	0
TAB3	Adrenal Gland	0
GRIA3	Adrenal Gland	0
ZDHHC9	Adrenal Gland	0
PJA1	Adrenal Gland	0
CSF2RA	Adrenal Gland	0.444444444444444
XIAP	Adrenal Gland	0
CHM	Adrenal Gland	0.04
TCEANC	Adrenal Gland	0.1
MTMR1	Adrenal Gland	0
UBQLN2	Adrenal Gland	0.0138888888888889
AKAP17A	Adrenal Gland	0.458823529411765
GTPBP6	Adrenal Gland	0.440298507462687
MECP2	Adrenal Gland	0
FAM3A	Adrenal Gland	0.0204081632653061
DHRSX	Adrenal Gland	0.37037037037037
ZBTB33	Adrenal Gland	0
SNX12	Adrenal Gland	0.0105263157894737
EOLA1-DT	Adrenal Gland	0
APEX2	Adrenal Gland	0
TBL1X	Adrenal Gland	0.0256410256410256
LINC01278	Artery - Aorta	0
ASB9	Artery - Aorta	0
CD99P1	Artery - Aorta	0.290322580645161
NXF3	Artery - Aorta	0
ZMAT1	Artery - Aorta	0
CLCN4	Artery - Aorta	0.1
FAM120C	Artery - Aorta	0.5
TSPAN7	Artery - Aorta	0
SRPX	Artery - Aorta	0.0118483412322275
UTP14A	Artery - Aorta	0.025
TCEAL7	Artery - Aorta	0
SHROOM4	Artery - Aorta	0
CFP	Artery - Aorta	0.00970873786407767
COX7B	Artery - Aorta	0
TXLNG	Artery - Aorta	0.210526315789474
KCND1	Artery - Aorta	0
ARMCX2	Artery - Aorta	0.0222222222222222
RAB40A	Artery - Aorta	0
BCLAF3	Artery - Aorta	0.0588235294117647
CETN2	Artery - Aorta	0
RPGR	Artery - Aorta	0
BTK	Artery - Aorta	0.0138888888888889
PRPS2	Artery - Aorta	0
ARAF	Artery - Aorta	0
PLXNA3	Artery - Aorta	0
CYSLTR1	Artery - Aorta	0
MXRA5	Artery - Aorta	0
MED14	Artery - Aorta	0
EOLA1	Artery - Aorta	0
PABIR2	Artery - Aorta	0.02
MAGED2	Artery - Aorta	0.0241935483870968
ATRX	Artery - Aorta	0
RLIM	Artery - Aorta	0
HMGB3	Artery - Aorta	0
ZNF630	Artery - Aorta	0.125
ABCD1	Artery - Aorta	0
SUV39H1	Artery - Aorta	0
MAMLD1	Artery - Aorta	0
ARSD	Artery - Aorta	0.184210526315789
HUWE1	Artery - Aorta	0
MIR503HG	Artery - Aorta	0
TCEAL2	Artery - Aorta	0.0909090909090909
GPX1P1	Artery - Aorta	0
AVPR2	Artery - Aorta	0.04
TAB3	Artery - Aorta	0
MBTPS2	Artery - Aorta	0
VSIG4	Artery - Aorta	0.00340136054421769
KLHL15	Artery - Aorta	0.037037037037037
CDKL5	Artery - Aorta	0.222222222222222
GYG2	Artery - Aorta	0.46969696969697
PLP1	Artery - Aorta	0.0149253731343284
ARMCX3	Artery - Aorta	0
ARMCX1	Artery - Aorta	0
DDX3X	Artery - Aorta	0.227450980392157
DHRSX	Artery - Aorta	0.441860465116279
NHSL2	Artery - Aorta	0
MTMR1	Artery - Aorta	0.0882352941176471
PJA1	Artery - Aorta	0.037037037037037
WDR45	Artery - Aorta	0
ZNF81	Artery - Aorta	0
FMR1	Artery - Aorta	0.028169014084507
ATP7A	Artery - Aorta	0
TFE3	Artery - Aorta	0.0062111801242236
PLXNB3-AS1	Artery - Aorta	0
CSF2RA	Artery - Aorta	0.5
CHM	Artery - Aorta	0.1
DIPK2B	Artery - Aorta	0.12
UBQLN2	Artery - Aorta	0
BRWD3	Artery - Aorta	0
APEX2	Artery - Aorta	0
TSC22D3	Artery - Aorta	0.0189220183486239
SHROOM4	Artery - Coronary	0
TSPAN7	Artery - Coronary	0.0072202166064982
ARMCX2	Artery - Coronary	0.037037037037037
BTK	Artery - Coronary	0.0384615384615385
ZMAT1	Artery - Coronary	0.03125
LINC01278	Artery - Coronary	0.08
UTP14A	Artery - Coronary	0.0344827586206897
ABCD1	Artery - Coronary	0.0128205128205128
RLIM	Artery - Coronary	0.117647058823529
FAM120C	Artery - Coronary	0.461538461538462
SRPX	Artery - Coronary	0.0463576158940397
GPX1P1	Artery - Coronary	0
ATRX	Artery - Coronary	0.125
PLXNA3	Artery - Coronary	0.133333333333333
CFP	Artery - Coronary	0
EOLA1	Artery - Coronary	0.1
BCLAF3	Artery - Coronary	0.0434782608695652
TCEAL7	Artery - Coronary	0
MAGED2	Artery - Coronary	0.0288461538461538
ARAF	Artery - Coronary	0
APEX2	Artery - Coronary	0
ARSD	Artery - Coronary	0.233333333333333
TFE3	Artery - Coronary	0.0166666666666667
TXLNG	Artery - Coronary	0.157894736842105
PRPS2	Artery - Coronary	0
CSF2RA	Artery - Coronary	0.388888888888889
